rank,upper_bound_pct_current,effective_pass_min_pct,effective_pass_avg_pct,final_ratio_raw,final_raw_50,final_raw_100,final_raw_200,final_raw_500,payback_pass_count,payback_effective_pass_count,viability_class,block_bits,arity_cap,depth_bits,depth_schedule_bits,initial_literal_overhead_bits,rechunk_schedule,rechunk_channel,policy,refresh,delta,max_variants,max_expected_live_variants,max_optimistic_to_conservative_multiplier,working_variant_entries_proxy,equal_size,bloat_retained
1,1.659653538,0.526628592,0.526628594,1.096781512008,0.892661463983,0.685533481359,0.404308116952,0.082940044269,29,28,failed_audit_uncharged_passthrough,64,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.018221241,296000000.000,False,True
2,1.659653538,0.526628572,0.526628574,1.146186086720,0.932871449724,0.716413385694,0.422520222807,0.086676123074,37,36,failed_audit_uncharged_passthrough,48,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.018221241,231999999.967,False,True
3,1.659653538,0.526628537,0.526628540,1.244986642757,1.013284427119,0.778167823145,0.458941266727,0.094147630842,53,52,failed_audit_uncharged_passthrough,32,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.018221241,167998840.341,False,True
4,1.659653538,0.526628507,0.526628510,1.342801926474,1.092895499491,0.839306424990,0.494999108407,0.101544631163,67,66,failed_audit_uncharged_passthrough,24,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.018221241,135898545.838,False,True
5,1.659653538,0.169830346,0.169830346,1.136762758988,1.063849992617,0.977171637904,0.824426171154,0.495101816578,87,86,failed_audit_uncharged_passthrough,64,5,16,16,10,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.018221241,296000000.000,False,True
6,1.659653538,0.526628458,0.526628462,1.538525843414,1.252193620629,0.961641975949,0.567149203319,0.116345691004,93,92,failed_audit_uncharged_passthrough,16,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.018221241,103804549.639,False,True
7,1.659653538,0.169830346,0.169830346,1.187968288505,1.111771163299,1.021188378207,0.861562485049,0.517403700135,113,112,failed_audit_uncharged_passthrough,48,5,16,16,10,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.018221241,231999999.967,False,True
8,1.659653538,0.528695390,0.528695398,1.868123313994,1.519218676709,1.165496621101,0.685950190294,0.139842548921,129,128,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,63034364.639,True,True
9,1.659653538,0.528695390,0.528695398,1.868123313994,1.519218676709,1.165496621101,0.685950190294,0.139842548921,129,128,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024249332,63034364.639,True,True
10,1.659653538,0.528695390,0.528695398,1.868123313994,1.519218676709,1.165496621101,0.685950190294,0.139842548921,129,128,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024249332,63034364.639,True,True
11,1.659653538,0.528695390,0.528695398,1.868158547959,1.519247330111,1.165518603082,0.685963127726,0.139845186417,129,128,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024359816,63035553.507,True,True
12,1.659653538,0.528695390,0.528695398,1.868158547959,1.519247330111,1.165518603082,0.685963127726,0.139845186417,129,128,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024359816,63035553.507,True,True
13,1.659653538,0.528695390,0.528695398,1.868158547959,1.519247330111,1.165518603082,0.685963127726,0.139845186417,129,128,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,63035553.507,True,True
14,1.659653538,0.527717183,0.527717191,1.868345637355,1.519982319278,1.166655968048,0.687308087683,0.140533365325,130,129,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,63035667.048,False,True
15,1.659653538,0.527717183,0.527717191,1.868345637355,1.519982319278,1.166655968048,0.687308087683,0.140533365325,130,129,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024249332,63035667.048,False,True
16,1.659653538,0.527717183,0.527717191,1.868345637355,1.519982319278,1.166655968048,0.687308087683,0.140533365325,130,129,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024249332,63035667.048,False,True
17,1.659653538,0.527717183,0.527717191,1.868380874950,1.520010986626,1.166677971543,0.687321050519,0.140536015808,130,129,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024359816,63036855.920,False,True
18,1.659653538,0.527717183,0.527717191,1.868380874950,1.520010986626,1.166677971543,0.687321050519,0.140536015808,130,129,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,63036855.920,False,True
19,1.659653538,0.527717183,0.527717191,1.868380874950,1.520010986626,1.166677971543,0.687321050519,0.140536015808,130,129,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024359816,63036855.920,False,True
20,1.659653538,0.528694698,0.528694706,1.874236412268,1.524190460626,1.169311223261,0.688195742964,0.140300632911,130,129,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,63240628.885,True,True
21,1.659653538,0.528694698,0.528694706,1.874236412268,1.524190460626,1.169311223261,0.688195742964,0.140300632911,130,129,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,63240628.885,True,True
22,1.659653538,0.528694698,0.528694706,1.874236412268,1.524190460626,1.169311223261,0.688195742964,0.140300632911,130,129,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,63240628.885,True,True
23,1.659653538,0.527716479,0.527716487,1.874459339555,1.524956508555,1.170474299444,0.689558055086,0.140993710851,130,129,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,63241931.313,False,True
24,1.659653538,0.527716479,0.527716487,1.874459339555,1.524956508555,1.170474299444,0.689558055086,0.140993710851,130,129,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,63241931.313,False,True
25,1.659653538,0.527716479,0.527716487,1.874459339555,1.524956508555,1.170474299444,0.689558055086,0.140993710851,130,129,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,63241931.313,False,True
26,1.659653538,0.527606627,0.527606635,1.879326292378,1.528981843808,1.173628732474,0.691492776885,0.141436150230,131,130,failed_audit_uncharged_passthrough,8,5,16,16,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,63405436.035,True,True
27,1.659653538,0.527606627,0.527606635,1.879326292378,1.528981843808,1.173628732474,0.691492776885,0.141436150230,131,130,failed_audit_uncharged_passthrough,8,5,16,16,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,63405436.035,True,True
28,1.659653538,0.527606627,0.527606635,1.879326292378,1.528981843808,1.173628732474,0.691492776885,0.141436150230,131,130,failed_audit_uncharged_passthrough,8,5,16,16,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,63405436.035,True,True
29,1.659653538,0.526628325,0.526628333,1.879545931943,1.529747174286,1.174793745169,0.692860274922,0.142134593329,131,130,failed_audit_uncharged_passthrough,8,5,16,16,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,63406610.065,False,True
30,1.659653538,0.526628325,0.526628333,1.879545931943,1.529747174286,1.174793745169,0.692860274922,0.142134593329,131,130,failed_audit_uncharged_passthrough,8,5,16,16,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,63406610.065,False,True
31,1.659653538,0.526628325,0.526628333,1.879545931943,1.529747174286,1.174793745169,0.692860274922,0.142134593329,131,130,failed_audit_uncharged_passthrough,8,5,16,16,8,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,63406610.065,False,True
32,1.659653538,0.528695428,0.528695435,2.098695458781,1.706727420646,1.309347376458,0.770613139101,0.157102403143,151,150,failed_audit_uncharged_passthrough,8,5,48,48,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024249332,70814348.451,True,True
33,1.659653538,0.528695428,0.528695435,2.098695458781,1.706727420646,1.309347376458,0.770613139101,0.157102403143,151,150,failed_audit_uncharged_passthrough,8,5,48,48,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024249332,70814348.451,True,True
34,1.659653538,0.528695428,0.528695435,2.098695458781,1.706727420646,1.309347376458,0.770613139101,0.157102403143,151,150,failed_audit_uncharged_passthrough,8,5,48,48,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,70814348.451,True,True
35,1.659653538,0.528695428,0.528695435,2.098739061136,1.706762879495,1.309374579361,0.770629149291,0.157105667069,151,150,failed_audit_uncharged_passthrough,8,5,32,32,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024359816,70815819.685,True,True
36,1.659653538,0.528695428,0.528695435,2.098739061136,1.706762879495,1.309374579361,0.770629149291,0.157105667069,151,150,failed_audit_uncharged_passthrough,8,5,32,32,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70815819.685,True,True
37,1.659653538,0.528695428,0.528695435,2.098739061136,1.706762879495,1.309374579361,0.770629149291,0.157105667069,151,150,failed_audit_uncharged_passthrough,8,5,32,32,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024359816,70815819.685,True,True
38,1.659653538,0.527717220,0.527717228,2.098949085995,1.707588458747,1.310652227907,0.772140055716,0.157878773884,152,151,failed_audit_uncharged_passthrough,8,5,48,48,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024249332,70815941.964,False,True
39,1.659653538,0.527717220,0.527717228,2.098949085995,1.707588458747,1.310652227907,0.772140055716,0.157878773884,152,151,failed_audit_uncharged_passthrough,8,5,48,48,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024249332,70815941.964,False,True
40,1.659653538,0.527717220,0.527717228,2.098949085995,1.707588458747,1.310652227907,0.772140055716,0.157878773884,152,151,failed_audit_uncharged_passthrough,8,5,48,48,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,70815941.964,False,True
41,1.659653538,0.527717220,0.527717228,2.098949085995,1.707588458747,1.310652227907,0.772140055716,0.157878773884,152,151,failed_audit_uncharged_passthrough,8,5,64,64,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,70815941.964,False,True
42,1.659653538,0.527717220,0.527717228,2.098949085995,1.707588458747,1.310652227907,0.772140055716,0.157878773884,152,151,failed_audit_uncharged_passthrough,8,5,96,96,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,70815941.964,False,True
43,1.659653538,0.527717220,0.527717228,2.098949085995,1.707588458747,1.310652227907,0.772140055716,0.157878773884,152,151,failed_audit_uncharged_passthrough,8,5,121,121,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,70815941.964,False,True
44,1.659653538,0.527717220,0.527717228,2.098949085995,1.707588458747,1.310652227907,0.772140055716,0.157878773884,152,151,failed_audit_uncharged_passthrough,8,5,160,160,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024249332,70815941.964,False,True
45,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,32,32,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024359816,70817413.205,False,True
46,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,32,32,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
47,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,32,32,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024359816,70817413.205,False,True
48,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,32,32 32,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
49,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,48,32 48,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
50,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,64,32 64,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
51,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,96,32 96,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
52,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,121,32 121,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
53,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,160,32 160,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
54,1.659653538,0.527717220,0.527717228,2.098992692842,1.707623934853,1.310679457435,0.772156097344,0.157882053881,152,151,failed_audit_uncharged_passthrough,8,5,160,32 48 64 96 121 160,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
55,1.659653538,0.527716516,0.527716523,2.098992841502,1.707624527465,1.310680376430,0.772157185622,0.157882611853,152,151,failed_audit_uncharged_passthrough,8,5,24,32 24,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
56,1.659653538,0.528694736,0.528694743,2.106267043798,1.712885344547,1.314071997991,0.773394340424,0.157669723721,152,151,failed_audit_uncharged_passthrough,8,5,24,24,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,71069824.528,True,True
57,1.659653538,0.528694736,0.528694743,2.106267043798,1.712885344547,1.314071997991,0.773394340424,0.157669723721,152,151,failed_audit_uncharged_passthrough,8,5,24,24,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,71069824.528,True,True
58,1.659653538,0.528694736,0.528694743,2.106267043798,1.712885344547,1.314071997991,0.773394340424,0.157669723721,152,151,failed_audit_uncharged_passthrough,8,5,24,24,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,71069824.528,True,True
59,1.659653538,0.526628361,0.526628368,2.099222467483,1.708540096522,1.312100588855,0.773839927032,0.158746790411,152,151,failed_audit_uncharged_passthrough,8,5,16,32 16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024359816,70817413.205,False,True
60,1.659653538,0.527716517,0.527716524,2.106521418774,1.713749360880,1.315381466804,0.774926723047,0.158448894368,152,151,failed_audit_uncharged_passthrough,8,5,24,24,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,71071418.065,False,True
61,1.659653538,0.527716517,0.527716524,2.106521418774,1.713749360880,1.315381466804,0.774926723047,0.158448894368,152,151,failed_audit_uncharged_passthrough,8,5,24,24,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,71071418.065,False,True
62,1.659653538,0.527716517,0.527716524,2.106521418774,1.713749360880,1.315381466804,0.774926723047,0.158448894368,152,151,failed_audit_uncharged_passthrough,8,5,24,24,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,71071418.065,False,True
63,1.659653538,0.527716532,0.527717159,2.112549790116,1.718653235139,1.319144947927,0.777143339509,0.158901784473,153,152,failed_audit_uncharged_passthrough,8,5,160,16 24 32 48 64 96 121 160,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,71274812.381,False,True
64,1.659653538,0.527606664,0.527606671,2.112530724192,1.718712222493,1.319263535778,0.777299590239,0.158986734298,153,152,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,71273377.456,True,True
65,1.659653538,0.527606664,0.527606671,2.112530724192,1.718712222493,1.319263535778,0.777299590239,0.158986734298,153,152,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,71273377.456,True,True
66,1.659653538,0.527606664,0.527606671,2.112530724192,1.718712222493,1.319263535778,0.777299590239,0.158986734298,153,152,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,71273377.456,True,True
67,1.659653538,0.526628363,0.526628370,2.112781033876,1.719575301993,1.320575248891,0.778838039311,0.159772105092,153,152,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.024378535,71274812.381,False,True
68,1.659653538,0.526628363,0.526628370,2.112781033876,1.719575301993,1.320575248891,0.778838039311,0.159772105092,153,152,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,32,16,16.000000000,1.024378535,71274812.381,False,True
69,1.659653538,0.526628363,0.526628370,2.112781033876,1.719575301993,1.320575248891,0.778838039311,0.159772105092,153,152,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,64,16,16.000000000,1.024378535,71274812.381,False,True
70,1.632301391,0.519615244,0.519615251,2.114453331245,1.725674595019,1.329939076945,0.789909831035,0.165507068505,155,154,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,8,8.000000000,1.020880867,35640478.332,False,True
71,1.612591553,0.513457116,0.513457123,2.116048959024,1.731151038983,1.338295337900,0.799808583101,0.170722194904,157,156,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,8,16,4.812499996,1.015865138,21442876.983,False,True
72,1.591843549,0.508463038,0.508463044,2.117116083854,1.735418152560,1.344965547018,0.807839884271,0.175052882815,159,158,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,8,4,4.000000000,1.015789991,17822690.240,False,True
73,1.564123137,0.501662065,0.501662071,2.118584890764,1.741257884706,1.354111504791,0.818911883371,0.181128551623,161,160,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,8,3,3.000000000,1.015458182,13367151.177,False,True
74,1.659653538,0.169830346,0.169830346,1.290370440897,1.207605169299,1.109214202581,0.935828653382,0.562003588079,161,160,failed_audit_uncharged_passthrough,32,5,16,16,10,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.018221241,167998840.341,False,True
75,1.514406421,0.488696876,0.488696882,2.121560813289,1.752587117872,1.371830047692,0.840507859737,0.193315889350,165,164,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,8,2,2.000000000,1.012306773,8912331.706,False,True
76,1.424165797,0.463216650,0.463216655,2.127330238906,1.774987878246,1.407263767405,0.884577321724,0.219693808702,174,173,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,4,16,1.234375000,1.008714032,4735412.641,False,True
77,1.379960643,0.445928842,0.445928847,2.132505344991,1.791398050164,1.432660715731,0.916317377249,0.239747798899,181,180,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,0,1,1.000000000,1.000000000,4459948.839,False,False
78,1.379960643,0.445928842,0.445928847,2.132505344991,1.791398050164,1.432660715731,0.916317377249,0.239747798899,181,180,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,1,2,1.000000000,1.000000000,4459948.839,False,False
79,1.379960643,0.445928842,0.445928847,2.132505344991,1.791398050164,1.432660715731,0.916317377249,0.239747798899,181,180,failed_audit_uncharged_passthrough,8,5,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,2,2,1.000000000,1.000000000,4459948.839,False,False
80,0.926525460,0.407216359,0.407216363,2.138281792051,1.823693777295,1.487118194707,0.988855124091,0.290733329835,198,197,failed_audit_uncharged_passthrough,8,4,16,16,10,4,uncharged_diagnostic,greedy_largest_gain,no_refresh,16,16,16.000000000,1.015002662,71274832.379,False,True
81,1.659653538,0.169830346,0.169830346,1.391751404800,1.302483486562,1.196362204014,1.009354214663,0.606158711035,206,205,failed_audit_uncharged_passthrough,24,5,16,16,10,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.018221241,135898545.859,False,True
82,1.659653538,0.169830346,0.169830346,1.594624316813,1.492343986689,1.370753609918,1.156485827447,0.694517294634,286,285,failed_audit_uncharged_passthrough,16,5,16,16,10,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.018221241,103805476.131,False,True
83,1.659653538,0.170360387,0.170360387,1.952731873729,1.827103897128,1.677793119506,1.414779438048,0.848280981080,404,403,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.024249332,63562000.947,True,True
84,1.659653538,0.170360387,0.170360387,1.952731873729,1.827103897128,1.677793119506,1.414779438048,0.848280981080,404,403,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,left_to_right,no_refresh,32,16,16.000000000,1.024249332,63562000.947,True,True
85,1.659653538,0.170360387,0.170360387,1.952731873729,1.827103897128,1.677793119506,1.414779438048,0.848280981080,404,403,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,left_to_right,no_refresh,64,16,16.000000000,1.024249332,63562000.947,True,True
86,1.659653538,0.170360387,0.170360387,1.952739632007,1.827111156282,1.677799785442,1.414785059021,0.848284351332,404,403,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,left_to_right,no_refresh,64,16,16.000000000,1.024359816,63562253.481,True,True
87,1.659653538,0.170360387,0.170360387,1.952739632007,1.827111156282,1.677799785442,1.414785059021,0.848284351332,404,403,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,left_to_right,no_refresh,32,16,16.000000000,1.024359816,63562253.481,True,True
88,1.659653538,0.170360387,0.170360387,1.952739632007,1.827111156282,1.677799785442,1.414785059021,0.848284351332,404,403,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.024359816,63562253.481,True,True
89,1.659653538,0.170360246,0.170360246,1.954009118881,1.828299072331,1.678890743932,1.415705197438,0.848836413330,404,403,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.024378535,63603574.755,True,True
90,1.659653538,0.170360246,0.170360246,1.954009118881,1.828299072331,1.678890743932,1.415705197438,0.848836413330,404,403,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,left_to_right,no_refresh,64,16,16.000000000,1.024378535,63603574.755,True,True
91,1.659653538,0.170360246,0.170360246,1.954009118881,1.828299072331,1.678890743932,1.415705197438,0.848836413330,404,403,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,left_to_right,no_refresh,32,16,16.000000000,1.024378535,63603574.755,True,True
92,1.659653538,0.170070079,0.170070079,1.952807312267,1.827381720224,1.678292247928,1.415611927504,0.849520937684,405,404,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.024249332,63562608.043,False,True
93,1.659653538,0.170070079,0.170070079,1.952807312267,1.827381720224,1.678292247928,1.415611927504,0.849520937684,405,404,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,left_to_right,no_refresh,32,16,16.000000000,1.024249332,63562608.043,False,True
94,1.659653538,0.170070079,0.170070079,1.952807312267,1.827381720224,1.678292247928,1.415611927504,0.849520937684,405,404,failed_audit_uncharged_passthrough,8,5,48,48,8,4,uncharged_diagnostic,left_to_right,no_refresh,64,16,16.000000000,1.024249332,63562608.043,False,True
95,1.659653538,0.170070079,0.170070079,1.952815070803,1.827388980443,1.678298915811,1.415617551754,0.849524312845,405,404,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,left_to_right,no_refresh,32,16,16.000000000,1.024359816,63562860.579,False,True
96,1.659653538,0.170070079,0.170070079,1.952815070803,1.827388980443,1.678298915811,1.415617551754,0.849524312845,405,404,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.024359816,63562860.579,False,True
97,1.659653538,0.170070079,0.170070079,1.952815070803,1.827388980443,1.678298915811,1.415617551754,0.849524312845,405,404,failed_audit_uncharged_passthrough,8,5,32,32,8,4,uncharged_diagnostic,left_to_right,no_refresh,64,16,16.000000000,1.024359816,63562860.579,False,True
98,1.659653538,0.170069935,0.170069935,1.954084595123,1.828577067927,1.679390192357,1.416538229416,0.850077186420,405,404,failed_audit_uncharged_passthrough,8,5,24,24,8,4,uncharged_diagnostic,left_to_right,no_refresh,16,16,16.000000000,1.024378535,63604181.854,False,True
