rank,upper_bound_pct_current,effective_pass_min_pct,effective_pass_avg_pct,final_ratio_raw,final_raw_50,final_raw_100,final_raw_200,final_raw_500,payback_pass_count,payback_effective_pass_count,viability_class,block_bits,arity_cap,depth_bits,depth_schedule_bits,initial_literal_overhead_bits,rechunk_schedule,rechunk_channel,policy,refresh,delta,max_variants,max_expected_live_variants,max_optimistic_to_conservative_multiplier,working_variant_entries_proxy,equal_size,bloat_retained
244,1.041380065,0.042971529,0.056254944,2.200531159708,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,greedy_largest_gain,permutation_plus_neutral_swaps,16,16,16.000000000,1.027510014,16000000.000,True,True
245,1.041380065,0.042791561,0.056236124,2.200535302809,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,greedy_largest_gain,deterministic_entry_permutation,16,16,16.000000000,1.027510014,16000000.000,True,True
246,0.715741853,0.030988908,0.038593056,2.218698863308,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,greedy_largest_gain,permutation_plus_neutral_swaps,16,16,16.000000000,1.008692374,16000000.000,True,True
247,0.715741853,0.030812557,0.038574766,2.218702922583,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,greedy_largest_gain,deterministic_entry_permutation,16,16,16.000000000,1.008692374,16000000.000,True,True
248,0.579030365,0.024383771,0.030585064,2.225185615375,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,greedy_largest_gain,permutation_plus_neutral_swaps,16,16,16.000000000,1.002930646,16000000.000,True,True
249,0.579030365,0.024208250,0.030566954,2.225189646000,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,greedy_largest_gain,deterministic_entry_permutation,16,16,16.000000000,1.002930646,16000000.000,True,True
250,1.041380065,0.016653860,0.021901517,2.228347334227,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,left_to_right,permutation_plus_neutral_swaps,16,16,16.000000000,1.027510014,16000000.000,True,True
251,1.041380065,0.016531847,0.021883458,2.228351359043,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,left_to_right,deterministic_entry_permutation,16,16,16.000000000,1.027510014,16000000.000,True,True
252,0.715741853,0.014179525,0.019154124,2.232146868815,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,left_to_right,permutation_plus_neutral_swaps,16,16,16.000000000,1.008692374,16000000.000,True,True
253,0.715741853,0.014166265,0.019136184,2.232150873896,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,left_to_right,deterministic_entry_permutation,16,16,16.000000000,1.008692374,16000000.000,True,True
254,0.579030365,0.012020900,0.016902782,2.234224875711,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,left_to_right,permutation_plus_neutral_swaps,16,16,16.000000000,1.002930646,16000000.000,True,True
255,0.579030365,0.012018558,0.016884901,2.234228871210,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,left_to_right,deterministic_entry_permutation,16,16,16.000000000,1.002930646,16000000.000,True,True
256,1.041380065,0.000000000,0.006127542,2.231865033436,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,left_to_right,no_refresh,16,16,16.000000000,1.027510014,16000000.000,True,True
257,1.041380065,0.000000000,0.008594337,2.211046530171,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,greedy_largest_gain,no_refresh,16,16,16.000000000,1.027510014,16000000.000,True,True
258,1.041380065,0.000000000,0.006161034,2.231857558522,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,left_to_right,equal_size_neutral_refresh,16,16,16.000000000,1.027510014,16000000.000,True,True
259,1.041380065,0.000000000,0.008658530,2.211032336549,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,greedy_largest_gain,equal_size_neutral_refresh,16,16,16.000000000,1.027510014,16000000.000,True,True
260,0.715741853,0.000000000,0.005889554,2.235109525296,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,left_to_right,no_refresh,16,16,16.000000000,1.008692374,16000000.000,True,True
261,0.715741853,0.000000000,0.007501379,2.225608737763,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,greedy_largest_gain,no_refresh,16,16,16.000000000,1.008692374,16000000.000,True,True
262,0.715741853,0.000000000,0.005919107,2.235102919678,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,left_to_right,equal_size_neutral_refresh,16,16,16.000000000,1.008692374,16000000.000,True,True
263,0.579030365,0.000000000,0.005678035,2.236733927275,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,left_to_right,no_refresh,16,16,16.000000000,1.002930646,16000000.000,True,True
264,0.579030365,0.000000000,0.006870400,2.230469157702,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,greedy_largest_gain,no_refresh,16,16,16.000000000,1.002930646,16000000.000,True,True
265,0.579030365,0.000000000,0.005705095,2.236727874561,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,left_to_right,equal_size_neutral_refresh,16,16,16.000000000,1.002930646,16000000.000,True,True
266,0.579030365,0.000000000,0.006907149,2.230460960943,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,greedy_largest_gain,equal_size_neutral_refresh,16,16,16.000000000,1.002930646,16000000.000,True,True
267,0.244900465,0.000000000,0.004488250,2.243052635968,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,left_to_right,no_refresh,16,16,16.000000000,1.000000000,16000000.000,True,True
268,0.244900465,0.000000000,0.004488250,2.243052635968,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,greedy_largest_gain,no_refresh,16,16,16.000000000,1.000000000,16000000.000,True,True
269,0.244900465,0.000000000,0.004505903,2.243048676297,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,left_to_right,equal_size_neutral_refresh,16,16,16.000000000,1.000000000,16000000.000,True,True
270,0.244900465,0.000000000,0.004505903,2.243048676297,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,greedy_largest_gain,equal_size_neutral_refresh,16,16,16.000000000,1.000000000,16000000.000,True,True
271,0.715741853,-0.000000000,0.007545906,2.225598827637,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,greedy_largest_gain,equal_size_neutral_refresh,16,16,16.000000000,1.008692374,16000000.000,True,True
272,0.244900465,-0.000016718,0.004471532,2.243056760968,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,left_to_right,deterministic_entry_permutation,16,16,16.000000000,1.000000000,16000000.000,True,True
273,0.244900465,-0.000016718,0.004471532,2.243056760968,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,greedy_largest_gain,deterministic_entry_permutation,16,16,16.000000000,1.000000000,16000000.000,True,True
274,0.244900465,-0.000016718,0.004489185,2.243052801297,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,left_to_right,permutation_plus_neutral_swaps,16,16,16.000000000,1.000000000,16000000.000,True,True
275,0.244900465,-0.000016718,0.004489185,2.243052801297,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,greedy_largest_gain,permutation_plus_neutral_swaps,16,16,16.000000000,1.000000000,16000000.000,True,True
276,0.000000000,0.000000000,0.000000000,2.244639383021,2.244639383021,2.244639383021,2.244639383021,2.244639383021,,,frontier_below_0_1,8,1,16,16,10,3,implicit_selector,oracle_weighted_interval,no_refresh,0,1,1.000000000,1.000000000,5985705.021,False,False
277,0.491812791,-6.202465025,-6.202465017,4.291620713449,44.861172024675,909.076568659369,373301.865852265735,25848732397714.433593750000,,,frontier_below_0_1,8,5,96,96,10,16,explicit_flag,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.024249332,183259164309531951104.000,True,True
278,0.692870629,-12.379606424,-12.379606396,7.997863954546,758.205213544631,259514.776389261038,30402741026.175247192383,48883769506192351895224320.000000000000,,,frontier_below_0_1,8,5,48,48,10,8,explicit_flag,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.027557098,618649464571991763155185244831744.000,True,True
279,0.761702662,-24.731037125,-24.731037047,25.376354448184,140422.279288932827,8834107237.540119171143,34963585620323573760.000000000000,2167583603494056811461480791888468158359099408384.000000000000,,,frontier_below_0_1,8,5,16,16,10,4,explicit_flag,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.024378535,44487836862127643481843502093569737398268047642849181696.000,False,True
280,0.635738134,-24.775879473,-24.735521278,27.077842724964,149837.613644636120,9426435419.341140747070,37307899147753414656.000000000000,2312920401003542055871799047412405199138149367808.000000000000,,,frontier_below_0_1,8,5,16,16,10,3->4,explicit_flag,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.024378535,47470752827741881495114183332496092438875363843170631680.000,False,True
281,0.635738134,-33.094271438,-33.094271360,51.797196361166,3601815.010153460782,5814194353543.433593750000,15150460303501155316531200.000000000000,268061643706727940910795303996705564180202143235020392482471936.000000000000,,,frontier_below_0_1,8,5,16,16,10,3,explicit_flag,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.024378535,6445035172494543357643098209665324706377720595623360148725362501615616.000,False,True
282,1.041380065,0.043057845,0.056371920,2.200379435713,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,oracle_weighted_interval,permutation_plus_neutral_swaps,16,16,16.000000000,1.027510014,16000000.000,True,True
283,1.041380065,0.042877865,0.056353098,2.200383579050,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,oracle_weighted_interval,deterministic_entry_permutation,16,16,16.000000000,1.027510014,16000000.000,True,True
284,0.715741853,0.031049228,0.038665523,2.218619088150,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,oracle_weighted_interval,permutation_plus_neutral_swaps,16,16,16.000000000,1.008692374,16000000.000,True,True
285,0.715741853,0.030872873,0.038647232,2.218623147569,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,oracle_weighted_interval,deterministic_entry_permutation,16,16,16.000000000,1.008692374,16000000.000,True,True
286,0.579030365,0.024435644,0.030645238,2.225119287136,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,oracle_weighted_interval,permutation_plus_neutral_swaps,16,16,16.000000000,1.002930646,16000000.000,True,True
287,0.579030365,0.024260119,0.030627128,2.225123317886,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,oracle_weighted_interval,deterministic_entry_permutation,16,16,16.000000000,1.002930646,16000000.000,True,True
288,1.041380065,0.000000000,0.008602237,2.210918210078,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.027510014,16000000.000,True,True
289,1.041380065,0.000000000,0.008666445,2.210904014064,nan,nan,nan,nan,,,frontier_below_0_1,8,5,96,96,10,none,records_only,oracle_weighted_interval,equal_size_neutral_refresh,16,16,16.000000000,1.027510014,16000000.000,True,True
290,0.715741853,0.000000000,0.007507106,2.225543572555,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.008692374,16000000.000,True,True
291,0.715741853,0.000000000,0.007551637,2.225533661838,nan,nan,nan,nan,,,frontier_below_0_1,8,3,48,48,10,none,records_only,oracle_weighted_interval,equal_size_neutral_refresh,16,16,16.000000000,1.008692374,16000000.000,True,True
292,0.579030365,0.000000000,0.006875399,2.230414981594,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.002930646,16000000.000,True,True
293,0.579030365,0.000000000,0.006912151,2.230406784412,nan,nan,nan,nan,,,frontier_below_0_1,8,2,32,32,10,none,records_only,oracle_weighted_interval,equal_size_neutral_refresh,16,16,16.000000000,1.002930646,16000000.000,True,True
294,0.244900465,0.000000000,0.004488250,2.243052635968,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,oracle_weighted_interval,no_refresh,16,16,16.000000000,1.000000000,16000000.000,True,True
295,0.244900465,0.000000000,0.004505903,2.243048676297,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,oracle_weighted_interval,equal_size_neutral_refresh,16,16,16.000000000,1.000000000,16000000.000,True,True
296,0.244900465,-0.000016718,0.004471532,2.243056760968,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,oracle_weighted_interval,deterministic_entry_permutation,16,16,16.000000000,1.000000000,16000000.000,True,True
297,0.244900465,-0.000016718,0.004489185,2.243052801297,nan,nan,nan,nan,,,frontier_below_0_1,8,1,24,24,10,none,records_only,oracle_weighted_interval,permutation_plus_neutral_swaps,16,16,16.000000000,1.000000000,16000000.000,True,True
